"date","year","description"
"1829-4-26","1829","en Argentina, en la batalla de Puente de Márquez, los generales federales Juan Manuel de Rosas y Estanislao López derrotan al general unitario Juan Galo Lavalle."
"1860-4-26","1860","se firma la paz en Tetuán que pone fin a la Guerra de África entre España y Marruecos."
"1884-4-26","1884","en la provincia de Santa Fe se funda la ciudad de Venado Tuerto."
"1903-4-26","1903","en la ciudad de Madrid (España) se funda el Club Atlético de Madrid."
"1904-4-26","1904","en Madrid (España), el escritor Benito Pérez Galdós se convierte en diputado republicano."
"1915-4-26","1915","en Londres (Reino Unido) ―en el marco de la Primera Guerra Mundial―, los aliados e Italia firman el Tratado de Londres, un acuerdo secreto en el que los aliados ofrecen a Italia compensaciones territoriales si declara la guerra contra Austria."
"1922-4-26","1922","en Málaga (España) se incendia el edificio de la aduana. Fallecen "
"1922-4-26","1922","en la provincia de Santander (Colombia) se crea el municipio de Barrancabermeja."
"1924-4-26","1924","se publica El proceso, la primera de las grandes novelas de Franz Kafka."
"1925-4-26","1925","en la República alemana, Paul von Hindenburg es elegido presidente."
"1928-4-26","1928","en España, Ramón Pérez de Ayala es elegido académico de la lengua."
"1931-4-26","1931","se publica la novela Las olas, de Virginia Woolf."
"1933-4-26","1933","en Alemania, Hermann Göring establece la policía secreta nazi Gestapo."
"1936-4-26","1936","en Francia, el Frente Popular gana las elecciones."
"1937-4-26","1937","en el marco de la guerra civil española, se produce el Bombardeo de Guernica por parte de aviones alemanes de la Legión Cóndor."
"1942-4-26","1942","en Honkeiko (China), fallecen "
"1942-4-26","1942","en La Habana Vieja (Cuba) se funda el restaurante La Bodeguita del Medio."
"1954-4-26","1954","en una barcaza cerca del atolón Bikini, Estados Unidos detona la bomba de hidrógeno Unión, de 6,"
"1961-4-26","1961","los presidentes de Yugoslavia y la República Árabe de Egipto se reúnen para conformar el grupo de Países No Alineados."
"1966-4-26","1966","en la República Socialista Soviética de Uzbekistán, un terremoto destruye la capital, Taskent."
"1968-4-26","1968","en un pozo artificial, a "
"1973-4-26","1973","Paraguay y Brasil firman el Tratado de la represa binacional de Itaipú."
"1973-4-26","1973","en un pozo artificial, a "
"1985-4-26","1985","en Buenos Aires (Argentina) se produce el incendio del neuropsiquiátrico Saint Emilien, que deja un saldo de "
"1986-4-26","1986","en la central de Chernóbil (Ucrania) se produce el mayor accidente nuclear de la Historia (Desastre de Chernóbil)."
"1989-4-26","1989","se transmite en Japón el primer episodio de la exitosa serie de anime, Dragon Ball Z."
"1990-4-26","1990","en Bogotá (Colombia) la banda terrorista de derechas Autodefensas Unidas de Colombia asesina a Carlos Pizarro Leongómez, candidato a la presidencia por la Alianza Democrática M-19."
"1994-4-26","1994","en Sudáfrica comienzan las primeras elecciones con sufragio universal."
"1998-4-26","1998","en Ciudad de Guatemala, el obispo Juan Gerardi es salvajemente asesinado. Dos días antes había publicado su informe Guatemala: nunca más, donde presentó pruebas del terrorismo de Estado en ese país: "
"1999-4-26","1999","en Estados Unidos se lanza el primer disco del Grupo Fantômas, liderada por Mike Patton."
"2000-4-26","2000","en Bogotá (Colombia) suceden los enfrentamientos armados en la cárcel La Modelo, "
"2000-4-26","2000","la selección andorrana de fútbol consigue la primera victoria de su historia en un partido oficial, 2-"
"2003-4-26","2003","en el estado de Utah (Estados Unidos), el montañista Aron Ralston sufre un accidente en una cueva del cañón Blue John cuando una enorme roca le aplasta el antebrazo derecho, dejándolo atrapado. Cinco días después logra liberarse, tras mutilarse el brazo."
"2005-4-26","2005","en Siria se retira la última de sus guarniciones militares del Líbano, poniendo fin a "
"2009-4-26","2009","el Polo Norte geográfico fue alcanzado por primera vez por la expedición rusa MLAE-2009 de Vasili Yelagin."
"2012-4-26","2012","sale a luz el sistema Ubuntu 12."
"2013-4-26","2013","en El Aaiún ―en el Sáhara Occidental― al menos "
"2013-4-26","2013","en Kandahar (Afganistán) "
"2013-4-26","2013","en Moscú (Rusia), el Servicio Federal de Seguridad detiene a "
"2017-4-26","2017","en el marco del final de la misión espacial Cassini-Huygens, la nave espacial Cassini se adentra en los anillos de Saturno."
"2018-4-26","2018","el líder supremo de Corea del Norte Kim Jong-un y el presidente de Corea del Sur, Moon Jae-in, se reúnen por primera vez."
"2018-4-26","2018","en Estados Unidos y varios países, se estrena Avengers: Infinity War del Universo Cinematográfico de Marvel."
"2019-4-26","2019","en Estados Unidos y varios países, se estrena Avengers: Endgame del Universo Cinematográfico de Marvel, la película de mayor recaudación de la historia del cine."
"395-4-27","395","el emperador romano Arcadio se casa con Aelia Eudoxia, hija del general franco Flavio Bauto. Ella se convierte en una de las emperatrices más poderosas de fines de la Antigüedad."
"483-4-27","483","en Kushinagar (India) fallece Buda, creador del budismo."
"711-4-27","711","en la península ibérica, mientras el rey Don Rodrigo se enfrenta a los vascones, Táriq ibn Ziyad llega a Tarifa (Cádiz) con entre "
"1296-4-27","1296","en la Primera guerra de Independencia de Escocia, el ejército escocés de John Balliol es derrotado por el ejército inglés comandado por John de Warenne en la batalla de Dunbar."
"1521-4-27","1521","en Mactán (Filipinas), el navegante español Fernando de Magallanes es asesinado por los aborígenes liderados por Lapu-Lapu."
"1522-4-27","1522","en la batalla de Bicocca, las fuerzas combinadas del Reino de España y los Estados Papales derrotan al ejército francés y veneciano."
"1539-4-27","1539","en el Nueva Granada (actual Colombia), Nikolaus Federmann y Sebastián de Belalcázar refundan la villa de Santa Fe de Bogotá."
"1565-4-27","1565","en la isla de Cebú (Filipinas), los españoles fundan la villa de Cebú (primer asentamiento español en esas islas), en el mismo lugar donde el rajá Humabón envenenó a los soldados de Fernando de Magallanes."
"1570-4-27","1570","en Roma, el papa Pío V declara que la reina inglesa Isabel I es una hereje."
"1667-4-27","1667","En Inglaterra, el escritor John Milton, ciego y empobrecido, vende por "
"1673-4-27","1673","en Francia, Jean-Baptiste Lully estrena su ópera Cadmus et Hermione."
"1706-4-27","1706","las tropas franco-españolas de Felipe V levantan el sitio de Barcelona durante la Guerra de Sucesión."
"1709-4-27","1709","en la Ciudad de México se inaugura la antigua Basílica de Guadalupe, donde permanecerá la imagen de la Virgen durante casi tres siglos hasta octubre de 1976."
"1810-4-27","1810","en Alemania, Ludwig van Beethoven compone su famosa pieza para piano, Para Elisa."
"1813-4-27","1813","en Chile, las fuerzas patriotas sorprenden al ejército realista en Yerbas Buenas, obligándolo a replegarse más al sur."
"1820-4-27","1820","en Argentina, Juan Felipe Ibarra inició una revolución que declaró la autonomía de la provincia de Santiago del Estero."
"1821-4-27","1821","en la zona de León (Argentina), al norte de San Salvador de Jujuy, un grupo de gauchos jujeños al mando del coronel José Ignacio Gorriti derrotan al ejército español (Día Grande de Jujuy)."
"1832-4-27","1832","cerca de Argel, combate por primera vez la Legión extranjera (grupo de mercenarios)."
"1835-4-27","1835","a lo largo de la costa de Perú, Charles Darwin inicia un viaje por tierra."
"1838-4-27","1838","en Costa Rica se funda la aldea de Grecia."
"1848-4-27","1848","en Francia se promulga el decreto de abolición de la esclavitud."
"1852-4-27","1852","en la ciudad de Córdoba (Argentina), la revolución encabezada por el coronel Pizarro derroca al gobernador Manuel López, quien había estado en el Gobierno desde 1835."
"1861-4-27","1861","en Washington (Estados Unidos), el presidente Abraham Lincoln suspende las solicitudes de hábeas corpus."
"1864-4-27","1864","en Toro (España), el sacerdote Jerónimo Usera funda la Congregación de Hermanas del Amor de Dios."
"1865-4-27","1865","el buque a vapor Sultana, que llevaba "
"1865-4-27","1865","el Senado del estado de Nueva York crea la Universidad Cornell."
"1872-4-27","1872","en la provincia de Santa Fe (Argentina) el general Manuel Obligado funda la villa de Reconquista."
"1873-4-27","1873","en la ciudad de Buenos Aires (Argentina) se funda el barrio de Saavedra."
"1904-4-27","1904","en Australia, Partido Laborista ―liderado por Chris Watson― se convierte en el primer partido de ese tipo que asciende a un Gobierno."
"1909-4-27","1909","en Turquía, el sultán del Imperio otomano Abdul Hamid II (dos semanas después de haber recuperado el poder) es derrocado por su hermano, Mehmed V."
"1914-4-27","1914","Honduras firma el tratado sobre derechos de autor Convención de Buenos Aires (de 1910)."
"1925-4-27","1925","en Marruecos (invadido por Francia), el cabecilla Abd-el-Krim asalta la primera posición."
"1927-4-27","1927","en Chile el general Carlos Ibáñez del Campo (vicepresidente de la República) funda Carabineros de Chile."
"1928-4-27","1928","en España se funda el Patronato Nacional de Turismo."
"1936-4-27","1936","en los Estados Unidos, el sindicato UAW (United Auto Workers: trabajadores automotrices unidos) se independiza de la American Federation of Labor (Federación estadounidense del Trabajo)."
"1941-4-27","1941","en Grecia ―en el marco de la Segunda Guerra Mundial― las tropas nazis alemanas invaden la ciudad de Atenas."
"1941-4-27","1941","en Eslovenia ―en el marco de la Segunda Guerra Mundial― el Partido Comunista de Eslovenia, los Socialistas Cristianos Eslovenos, los Sokols Eslovenos (también conocidos como Demócratas Nacionales) y un grupo de intelectuales progresistas establecen el Frente de Liberación de la Nación Eslovena."
"1945-4-27","1945","en Dongo (Italia), partisanos antifascistas capturan al exdictador Benito Mussolini (quien intentaba escapar de Italia disfrazado de soldado alemán). Al día siguiente lo lincharán."
"1945-4-27","1945","en el marco de la Segunda Guerra Mundial, se proclama la Segunda República de Austria y su independencia de la Alemania nazi."
"1945-4-27","1945","en Finlandia ―en el marco de la Segunda Guerra Mundial―, los lapones finalmente expelen a los nazis de su país."
"1950-4-27","1950","Gran Bretaña reconoce al Estado de Israel."
"1950-4-27","1950","en Sudáfrica ―copiando el sistema de apartheid que estará vigente en los Estados Unidos hasta 1967― el Gobierno blanco decreta la Ley de Áreas Grupales."
"1953-4-27","1953","el Gobierno de Estados Unidos ofrece "
"1960-4-27","1960","Togo se independiza del Imperio francés."
"1961-4-27","1961","Sierra Leona se independiza del Imperio británico, con Milton Margai como primer ministro."
"1962-4-27","1962","a "
"1965-4-27","1965","en República Dominicana, marines estadounidenses realizan una invasión a este país soberano para sofocar el levantamiento popular dirigido por Francisco Camaño."
"1967-4-27","1967","en Montreal (Canadá) se inaugura oficialmente la Expo "
"1974-4-27","1974","en la ciudad de Washington (Estados Unidos) "
"1978-4-27","1978","en Afganistán, toma el poder el partido comunista en lo que será conocido como la Revolución de Saur."
"1978-4-27","1978","en Arizona (Estados Unidos), John Ehrlichman (secretario del presidente Nixon) es liberado tras "
"1981-4-27","1981","en los Estados Unidos, la empresa Xerox PARC introduce el ratón."
"1984-4-27","1984","en Barcelona (España) sale de la cadena de montaje de la empresa Seat el primer automóvil Ibiza."
"1986-4-27","1986","en la Unión Soviética, la ciudad de Prípiat es evacuada tras el accidente nuclear de Chernóbil."
"1987-4-27","1987","el Departamento de Justicia de Estados Unidos prohíbe la entrada al país presidente austriaco Kurt Waldheim (y a su esposa, Elisabeth, quien también fue nazi como él), acusándolo de cómplice de las deportaciones y ejecuciones de miles de judíos austríacos mientras era oficial del ejército alemán durante la Segunda Guerra Mundial."
"1989-4-27","1989","en Jordania, Hussein de Jordania anuncia convocatoria de elecciones."
"1992-4-27","1992","Serbia y Montenegro proclaman la nueva República Federal de Yugoslavia."
"1992-4-27","1992","en Reino Unido, Betty Boothroyd se convierte en la primera mujer en ser elegida presidenta de la Cámara de los Comunes en sus siete siglos de Historia."
"1992-4-27","1992","la Federación Rusa y otras "
"1993-4-27","1993","cerca de Libreville (Gabón) se estrella un avión con destino a Dakar (Senegal). Pierden la vida todos los miembros de la selección de fútbol de Zambia, que iban a jugar un partido eliminatorio contra la selección senegalesa, para la Copa Mundial de Fútbol 1994."
